     Orden	Palabra	Frec.absoluta 	 Frec.normalizada 
7286	informativa	    1,761	1154
7287	melancolía	    1,761	1154
7288	sirva	    1,761	1154
7289	subvenciones 	    1,761	1154
7290	wilson	    1,761	1154
7291	administrativas	    1,760	1153
7292	provinciales	    1,760	1153
7293	anualmente 	    1,759	1153
7294	cartón	    1,759	1153
7295	comprobado  	    1,759	1153
7296	corbata	    1,759	1153
7297	estatura	    1,759	1153
7298	extendió	    1,759	1153
7299	traduce	    1,758	1152
7300	comparte 	    1,757	1151
7301	elevadas	    1,757	1151
7302	barato	    1,756	1151
7303	lentitud	    1,756	1151
7304	mensuales  	    1,756	1151
7305	convocar 	    1,755	1150
7306	formalmente 	    1,755	1150
7307	goma 	    1,755	1150
7308	hembra 	    1,755	1150
7309	mejoramiento 	    1,755	1150
7310	autónomo  	    1,754	1149
7311	cali	    1,754	1149
7312	horacio	    1,754	1149
7313	anunciar	    1,753	1149
7314	apropiado	    1,753	1149
7315	creadores 	    1,753	1149
7316	enfermería	    1,753	1149
7317	huida	    1,753	1149
7318	libras	    1,753	1149
7319	maneja 	    1,753	1149
7320	manifiestan	    1,753	1149
7321	prólogo	    1,753	1149
7322	sorpresas 	    1,753	1149
7323	incendios	    1,751	1147
7324	vendido	    1,751	1147
7325	globalización	    1,750	1147
7326	laterales	    1,750	1147
7327	mágica 	    1,750	1147
7328	míos 	    1,750	1147
7329	repercusión	    1,750	1147
7330	autonómico 	    1,749	1146
7331	defendió	    1,749	1146
7332	franquismo 	    1,749	1146
7333	jerez	    1,749	1146
7334	jugaba	    1,749	1146
7335	acudieron	    1,748	1145
7336	cabecera 	    1,748	1145
7337	cartagena 	    1,748	1145
7338	cueva 	    1,748	1145
7339	cumpliendo 	    1,748	1145
7340	dedican 	    1,748	1145
7341	lineal	    1,748	1145
7342	matrícula	    1,748	1145
7343	motivación	    1,748	1145
7344	anillo	    1,747	1145
7345	terapéutica	    1,747	1145
7346	compensación  	    1,746	1144
7347	duerme 	    1,746	1144
7348	isidro	    1,746	1144
7349	solares	    1,746	1144
7350	subsecretario	    1,746	1144
7351	dejará	    1,745	1143
7352	ganadería	    1,745	1143
7353	heroína	    1,745	1143
7354	identifica	    1,745	1143
7355	plumas 	    1,745	1143
7356	sexta	    1,744	1143
7357	suman  	    1,744	1143
7358	trenes	    1,744	1143
7359	albert	    1,743	1142
7360	cantando 	    1,743	1142
7361	dijera	    1,743	1142
7362	ejércitos	    1,743	1142
7363	orgulloso	    1,743	1142
7364	penales 	    1,743	1142
7365	pop 	    1,743	1142
7366	provocando 	    1,743	1142
7367	señalaba 	    1,743	1142
7368	embarazada  	    1,742	1141
7369	matanza 	    1,742	1141
7370	parciales	    1,742	1141
7371	lealtad	    1,741	1141
7372	decidida	    1,740	1140
7373	hola	    1,740	1140
7374	manifestantes 	    1,740	1140
7375	porcentajes	    1,740	1140
7376	regalos	    1,740	1140
7377	vélez	    1,740	1140
7378	voluntarios	    1,740	1140
7379	afiliados	    1,739	1139
7380	criminales	    1,739	1139
7381	naturalidad	    1,739	1139
7382	nobleza 	    1,739	1139
7383	contemporáneos  	    1,738	1139
7384	observando 	    1,738	1139
7385	culpables	    1,737	1138
7386	mañanas  	    1,737	1138
7387	acordado 	    1,736	1137
7388	debiera	    1,736	1137
7389	expresamente  	    1,736	1137
7390	pedazo 	    1,736	1137
7391	especializados	    1,735	1137
7392	expresan 	    1,735	1137
7393	obedece 	    1,735	1137
7394	bala	    1,734	1136
7395	cintas	    1,734	1136
7396	controla	    1,734	1136
7397	delirio	    1,734	1136
7398	gigantes	    1,733	1135
7399	querella	    1,733	1135
7400	creído	    1,732	1135
7401	damos  	    1,732	1135
7402	patronal	    1,732	1135
7403	predominio 	    1,732	1135
7404	refiriéndose	    1,732	1135
7405	subido	    1,732	1135
7406	veterano	    1,732	1135
7407	fáciles	    1,731	1134
7408	farmacia	    1,731	1134
7409	peligrosos	    1,731	1134
7410	amplias 	    1,730	1133
7411	misterioso	    1,730	1133
7412	relleno	    1,730	1133
7413	señas 	    1,730	1133
7414	atletas	    1,729	1133
7415	cubiertos	    1,729	1133
7416	externas	    1,729	1133
7417	leía	    1,729	1133
7418	llaves	    1,729	1133
7419	sandra 	    1,729	1133
7420	show 	    1,728	1132
7421	porqué 	    1,727	1132
7422	vendrá	    1,727	1132
7423	verso	    1,727	1132
7424	bestia	    1,726	1131
7425	cigarrillos	    1,726	1131
7426	conducido 	    1,726	1131
7427	hagas 	    1,726	1131
7428	rincones	    1,726	1131
7429	válido	    1,726	1131
7430	doctora	    1,725	1130
7431	dormía 	    1,725	1130
7432	móviles	    1,725	1130
7433	desarrollando	    1,724	1130
7434	fuesen	    1,724	1130
7435	pío	    1,724	1130
7436	prieto	    1,724	1130
7437	cambian 	    1,723	1129
7438	partió	    1,723	1129
7439	contará	    1,722	1128
7440	hable	    1,722	1128
7441	húmedo  	    1,722	1128
7442	molestias	    1,722	1128
7443	reivindicaciones	    1,722	1128
7444	mecánico 	    1,721	1128
7445	valenciano	    1,721	1128
7446	vinculado	    1,721	1128
7447	especializado	    1,720	1127
7448	oo	    1,720	1127
7449	pretender	    1,720	1127
7450	primordial	    1,720	1127
7451	sucio	    1,720	1127
7452	verle	    1,720	1127
7453	vinculados	    1,720	1127
7454	cochabamba  	    1,719	1126
7455	coyuntura 	    1,719	1126
7456	exclusión	    1,719	1126
7457	inocentes	    1,719	1126
7458	domina 	    1,718	1126
7459	redonda 	    1,718	1126
7460	darío	    1,717	1125
7461	dirigidas	    1,717	1125
7462	producidos 	    1,717	1125
7463	sobrino	    1,717	1125
7464	artísticas	    1,716	1124
7465	examinar 	    1,716	1124
7466	fijos	    1,716	1124
7467	lavar	    1,716	1124
7468	meterse 	    1,716	1124
7469	mono 	    1,716	1124
7470	publicados	    1,716	1124
7471	rtve	    1,716	1124
7472	matado 	    1,715	1124
7473	privilegios	    1,715	1124
7474	echado 	    1,714	1123
7475	salimos 	    1,714	1123
7476	viaja	    1,714	1123
7477	fundada 	    1,713	1122
7478	habéis	    1,713	1122
7479	orlando	    1,713	1122
7480	saldrá	    1,713	1122
7481	distante	    1,712	1122
7482	florentino	    1,711	1121
7483	generosidad 	    1,711	1121
7484	simbólico	    1,711	1121
7485	subasta 	    1,711	1121
7486	terremoto	    1,711	1121
7487	llevada	    1,710	1120
7488	afirmaba	    1,709	1120
7489	escuchando  	    1,709	1120
7490	citas	    1,708	1119
7491	consolidar	    1,708	1119
7492	cubiertas	    1,708	1119
7493	indignación	    1,708	1119
7494	pretensiones	    1,708	1119
7495	sustancial	    1,708	1119
7496	test	    1,708	1119
7497	vestuario	    1,708	1119
7498	prometido 	    1,707	1118
7499	tendido	    1,707	1118
7500	efectuado	    1,706	1118
7501	griega	    1,706	1118
7502	mitos	    1,706	1118
7503	significar	    1,706	1118
7504	volvería	    1,706	1118
7505	acompañó  	    1,704	1116
7506	cajón	    1,704	1116
7507	lamentablemente  	    1,704	1116
7508	ministerios	    1,704	1116
7509	asegurado 	    1,703	1116
7510	conlleva	    1,703	1116
7511	perdía	    1,703	1116
7512	presunta	    1,703	1116
7513	vencedor 	    1,703	1116
7514	ajenas	    1,702	1115
7515	desenlace 	    1,702	1115
7516	euro	    1,702	1115
7517	envuelto	    1,701	1114
7518	jamón 	    1,701	1114
7519	seleccionado 	    1,701	1114
7520	gatos	    1,700	1114
7521	maleta 	    1,700	1114
7522	mantendrá 	    1,700	1114
7523	empleada 	    1,699	1113
7524	contundente 	    1,698	1113
7525	laberinto	    1,698	1113
7526	administrativos	    1,697	1112
7527	dialéctica	    1,697	1112
7528	madame  	    1,697	1112
7529	veneno 	    1,697	1112
7530	articulación	    1,696	1111
7531	confía	    1,696	1111
7532	linda	    1,696	1111
7533	vejez	    1,696	1111
7534	radicalmente	    1,695	1111
7535	complejas 	    1,694	1110
7536	luciano	    1,694	1110
7537	servirá	    1,694	1110
7538	autonómica 	    1,693	1109
7539	tuvieran	    1,693	1109
7540	elevados	    1,692	1109
7541	cortado	    1,691	1108
7542	filial	    1,691	1108
7543	introdujo	    1,691	1108
7544	desconoce  	    1,690	1107
7545	directorio	    1,690	1107
7546	juzgados 	    1,690	1107
7547	permanentes  	    1,690	1107
7548	picada	    1,690	1107
7549	baleares	    1,689	1107
7550	cotización	    1,689	1107
7551	street	    1,689	1107
7552	tomates 	    1,689	1107
7553	relativas	    1,688	1106
7554	asciende 	    1,687	1105
7555	bondad 	    1,687	1105
7556	demonio 	    1,687	1105
7557	ensalada 	    1,687	1105
7558	prejuicios	    1,687	1105
7559	preservar	    1,687	1105
7560	sagrada 	    1,687	1105
7561	sonriendo	    1,687	1105
7562	comparar 	    1,686	1105
7563	cuna 	    1,686	1105
7564	inclinación	    1,686	1105
7565	romántico 	    1,686	1105
7566	ulises	    1,686	1105
7567	antaño 	    1,685	1104
7568	gratis	    1,685	1104
7569	adquirió	    1,684	1103
7570	estético	    1,684	1103
7571	invención	    1,684	1103
7572	consistencia	    1,683	1103
7573	remedios 	    1,683	1103
7574	formulación	    1,682	1102
7575	indicaron	    1,682	1102
7576	séptimo 	    1,682	1102
7577	camiseta 	    1,681	1101
7578	clic	    1,681	1101
7579	conspiración	    1,681	1101
7580	consumir 	    1,681	1101
7581	dejen	    1,681	1101
7582	ordenadores 	    1,681	1101
7583	quitó	    1,681	1101
7584	antemano  	    1,680	1101
7585	deportistas	    1,680	1101
7586	entienden	    1,680	1101
7587	lapso	    1,680	1101
7588	agresividad	    1,679	1100
7589	cano 	    1,679	1100
7590	eugenia 	    1,679	1100
7591	triunfos	    1,679	1100
7592	casada 	    1,678	1099
7593	diecisiete	    1,678	1099
7594	franja	    1,678	1099
7595	implacable	    1,678	1099
7596	insoportable	    1,678	1099
7597	nombrar 	    1,678	1099
7598	patricio	    1,678	1099
7599	verdades 	    1,678	1099
7600	camarero 	    1,677	1099
7601	navegación 	    1,677	1099
7602	energética	    1,676	1098
7603	especializada	    1,676	1098
7604	intérprete	    1,676	1098
7605	leña	    1,676	1098
7606	mantenga  	    1,676	1098
7607	paula	    1,676	1098
7608	actuando 	    1,675	1097
7609	desaparecidos 	    1,675	1097
7610	militante	    1,675	1097
7611	ancha 	    1,673	1096
7612	ferrer	    1,673	1096
7613	hierbas	    1,673	1096
7614	lámpara 	    1,673	1096
7615	mejillas	    1,673	1096
7616	táctica	    1,673	1096
7617	noroeste	    1,672	1095
7618	prestación	    1,672	1095
7619	reclamar	    1,672	1095
7620	consiguieron	    1,671	1095
7621	soñar	    1,671	1095
7622	sospechoso  	    1,671	1095
7623	sueldos 	    1,671	1095
7624	tonos	    1,671	1095
7625	velas	    1,671	1095
7626	debieron	    1,670	1094
7627	dependerá 	    1,670	1094
7628	disolución	    1,670	1094
7629	imposición	    1,670	1094
7630	logran	    1,670	1094
7631	mediano 	    1,670	1094
7632	muslos 	    1,670	1094
7633	vuestro	    1,670	1094
7634	esculturas	    1,669	1094
7635	imaginario	    1,669	1094
7636	permanecía 	    1,668	1093
7637	añadido 	    1,667	1092
7638	positivas	    1,666	1092
7639	terceros	    1,666	1092
7640	emite	    1,665	1091
7641	enseñó 	    1,665	1091
7642	fracción	    1,665	1091
7643	jurídicos	    1,665	1091
7644	ordena 	    1,665	1091
7645	permitiría	    1,665	1091
7646	venecia	    1,665	1091
7647	poblado 	    1,664	1090
7648	reaccionar	    1,664	1090
7649	criticó	    1,663	1090
7650	devolver	    1,663	1090
7651	manzanas  	    1,663	1090
7652	presentados 	    1,663	1090
7653	recomendable  	    1,663	1090
7654	reservado	    1,663	1090
7655	ajedrez	    1,662	1089
7656	ayudado 	    1,662	1089
7657	cereales	    1,662	1089
7658	diplomática	    1,662	1089
7659	repetía	    1,662	1089
7660	perfume 	    1,661	1088
7661	salones 	    1,661	1088
7662	detenerse 	    1,660	1088
7663	inevitablemente	    1,660	1088
7664	vulgar	    1,660	1088
7665	ciega	    1,659	1087
7666	descarga 	    1,659	1087
7667	preferible	    1,658	1086
7668	rioja	    1,658	1086
7669	formales	    1,657	1086
7670	suspender 	    1,657	1086
7671	hubiesen 	    1,656	1085
7672	llamaron	    1,656	1085
7673	ratos	    1,656	1085
7674	trágico	    1,656	1085
7675	uruguayo 	    1,656	1085
7676	vestir	    1,656	1085
7677	actuó	    1,653	1083
7678	matriz	    1,653	1083
7679	néstor	    1,653	1083
7680	ordóñez 	    1,653	1083
7681	temática	    1,653	1083
7682	abismo 	    1,652	1082
7683	extrañas	    1,651	1082
7684	sonriente	    1,651	1082
7685	atraer	    1,650	1081
7686	calcular	    1,650	1081
7687	cualidad	    1,650	1081
7688	pez 	    1,650	1081
7689	retirarse	    1,650	1081
7690	acorde 	    1,648	1080
7691	concedió 	    1,648	1080
7692	hacerla	    1,648	1080
7693	rotación	    1,648	1080
7694	trasladar	    1,648	1080
7695	cómoda  	    1,647	1079
7696	atlanta	    1,646	1078
7697	bajando 	    1,646	1078
7698	confirmación	    1,646	1078
7699	solicita	    1,646	1078
7700	agrupaciones 	    1,645	1078
7701	guerrillero	    1,645	1078
7702	mensual 	    1,645	1078
7703	faena	    1,644	1077
7704	vitoria	    1,644	1077
7705	advertido	    1,643	1076
7706	concedido 	    1,643	1076
7707	feroz	    1,643	1076
7708	persigue	    1,643	1076
7709	pulmones 	    1,643	1076
7710	sábados 	    1,643	1076
7711	bruno	    1,642	1076
7712	samuel 	    1,642	1076
7713	madrileños 	    1,641	1075
7714	movió 	    1,641	1075
7715	penetrar	    1,641	1075
7716	terminan	    1,641	1075
7717	profundizar	    1,640	1074
7718	acude 	    1,638	1073
7719	aprecia	    1,638	1073
7720	girar	    1,638	1073
7721	ja	    1,638	1073
7722	ligado	    1,638	1073
7723	fundamentos 	    1,637	1073
7724	magnífica	    1,637	1073
7725	mediación 	    1,637	1073
7726	miss 	    1,637	1073
7727	pobladores 	    1,637	1073
7728	sainz	    1,637	1073
7729	tremendo 	    1,637	1073
7730	extracción	    1,636	1072
7731	fantasías	    1,636	1072
7732	francesas	    1,636	1072
7733	hegemonía  	    1,636	1072
7734	religiones	    1,636	1072
7735	aspirantes	    1,635	1071
7736	cerradas	    1,635	1071
7737	demócratas 	    1,635	1071
7738	elementales 	    1,635	1071
7739	prestado	    1,635	1071
7740	dedicarse	    1,634	1071
7741	desarrollada	    1,634	1071
7742	excesos 	    1,634	1071
7743	mandar 	    1,634	1071
7744	plástica	    1,634	1071
7745	quinientos	    1,634	1071
7746	biblia	    1,633	1070
7747	destinos	    1,633	1070
7748	darán	    1,632	1069
7749	ing	    1,632	1069
7750	muelle	    1,632	1069
7751	urgencias	    1,632	1069
7752	ficha	    1,631	1069
7753	permitieron	    1,631	1069
7754	herald	    1,630	1068
7755	apoyó 	    1,629	1067
7756	dolorosa	    1,629	1067
7757	gratuita	    1,629	1067
7758	pinta	    1,629	1067
7759	plantean	    1,629	1067
7760	proponen 	    1,629	1067
7761	entenderse 	    1,628	1067
7762	figueroa	    1,628	1067
7763	representada 	    1,628	1067
7764	vencido	    1,628	1067
7765	abrirse	    1,627	1066
7766	belga	    1,627	1066
7767	monjas 	    1,627	1066
7768	puntas 	    1,627	1066
7769	cometidos 	    1,626	1065
7770	degradación 	    1,626	1065
7771	agregado 	    1,625	1065
7772	prendas 	    1,625	1065
7773	soviéticos	    1,625	1065
7774	cruzó	    1,624	1064
7775	extendido	    1,624	1064
7776	tremenda 	    1,624	1064
7777	atravesar	    1,623	1063
7778	interpreta	    1,623	1063
7779	legalmente 	    1,623	1063
7780	asociada 	    1,622	1063
7781	presentadas 	    1,622	1063
7782	químico 	    1,621	1062
7783	urbanismo 	    1,621	1062
7784	ad	    1,620	1061
7785	multa	    1,620	1061
7786	temporales 	    1,620	1061
7787	feo	    1,619	1061
7788	camas  	    1,618	1060
7789	magdalena  	    1,618	1060
7790	meramente  	    1,618	1060
7791	napoleón 	    1,618	1060
7792	rechazado 	    1,618	1060
7793	recibiendo	    1,618	1060
7794	siembra 	    1,618	1060
7795	carajo	    1,617	1059
7796	colmo 	    1,617	1059
7797	dejarlo	    1,617	1059
7798	acompañan  	    1,616	1059
7799	bares	    1,616	1059
7800	arreglar	    1,615	1058
7801	canela	    1,615	1058
7802	cobro	    1,615	1058
7803	demonios 	    1,615	1058
7804	físicamente	    1,615	1058
7805	reunieron	    1,615	1058
7806	acoso 	    1,614	1057
7807	bandeja 	    1,614	1057
7808	tomas 	    1,614	1057
7809	autopista	    1,613	1057
7810	constituyó	    1,613	1057
7811	ecológico	    1,613	1057
7812	baños 	    1,612	1056
7813	bruscamente  	    1,612	1056
7814	construye 	    1,612	1056
7815	incorporado	    1,612	1056
7816	interlocutor	    1,612	1056
7817	primitivo	    1,612	1056
7818	alquiler	    1,610	1055
7819	obesidad 	    1,610	1055
7820	plana	    1,610	1055
7821	unen 	    1,610	1055
7822	valdés	    1,610	1055
7823	deba 	    1,609	1054
7824	levante	    1,609	1054
7825	ramo 	    1,609	1054
7826	sometida 	    1,609	1054
7827	dionisio	    1,608	1054
7828	infinita	    1,608	1054
7829	reconocida 	    1,608	1054
7830	antepasados 	    1,607	1053
7831	carter	    1,607	1053
7832	gallegos	    1,607	1053
7833	indiferente	    1,607	1053
7834	múltiple	    1,607	1053
7835	dorada 	    1,606	1052
7836	pálido	    1,606	1052
7837	abrieron	    1,605	1052
7838	ladrones	    1,605	1052
7839	pedí	    1,605	1052
7840	progresista	    1,605	1052
7841	sustituido	    1,605	1052
7842	apuntan 	    1,604	1051
7843	cráneo 	    1,604	1051
7844	disgusto	    1,604	1051
7845	japonesa 	    1,604	1051
7846	probado 	    1,604	1051
7847	prosa	    1,604	1051
7848	regímenes 	    1,604	1051
7849	cal	    1,603	1050
7850	fabricar	    1,603	1050
7851	haití	    1,603	1050
7852	ruina	    1,603	1050
7853	supervisión	    1,603	1050
7854	aula	    1,602	1050
7855	besos 	    1,602	1050
7856	compás  	    1,602	1050
7857	comunicar 	    1,602	1050
7858	cristianismo	    1,602	1050
7859	extender	    1,602	1050
7860	registraron	    1,602	1050
7861	tuya	    1,602	1050
7862	angustias	    1,601	1049
7863	cima 	    1,601	1049
7864	desnudos 	    1,601	1049
7865	extraer	    1,601	1049
7866	gimnasia 	    1,601	1049
7867	hallazgos	    1,601	1049
7868	preguntarle	    1,601	1049
7869	xavier	    1,601	1049
7870	desagradable 	    1,600	1048
7871	américas 	    1,599	1048
7872	benjamín 	    1,599	1048
7873	bordes 	    1,599	1048
7874	comodidad  	    1,599	1048
7875	inversionistas	    1,599	1048
7876	juveniles	    1,599	1048
7877	operadores 	    1,599	1048
7878	siniestro	    1,599	1048
7879	nutrientes	    1,598	1047
7880	transformado 	    1,598	1047
7881	unir	    1,598	1047
7882	acompañados   	    1,597	1046
7883	maradona  	    1,597	1046
7884	rentas	    1,597	1046
7885	susto	    1,597	1046
7886	caldera	    1,596	1046
7887	curvas	    1,596	1046
7888	defenderse 	    1,596	1046
7889	indudablemente 	    1,596	1046
7890	insuficiencia	    1,596	1046
7891	profesorado	    1,596	1046
7892	bolsillos	    1,595	1045
7893	dejara	    1,595	1045
7894	aspira	    1,594	1044
7895	atento	    1,594	1044
7896	escritas	    1,594	1044
7897	expedientes 	    1,594	1044
7898	gallina	    1,594	1044
7899	manta 	    1,594	1044
7900	rencor	    1,594	1044
7901	tiró	    1,594	1044
7902	diosa	    1,593	1044
7903	gritando	    1,593	1044
7904	realice	    1,593	1044
7905	anotó	    1,592	1043
7906	coordinadora	    1,592	1043
7907	eternidad	    1,592	1043
7908	objetividad	    1,592	1043
7909	africanos	    1,591	1042
7910	firmes	    1,591	1042
7911	jugará	    1,591	1042
7912	kilómetro	    1,591	1042
7913	aumentos  	    1,590	1042
7914	detección	    1,590	1042
7915	encerrado 	    1,590	1042
7916	leonor	    1,590	1042
7917	recorte	    1,590	1042
7918	tropa	    1,590	1042
7919	utopía	    1,590	1042
7920	vietnam	    1,590	1042
7921	dobles	    1,589	1041
7922	comunicó 	    1,587	1040
7923	explicaba	    1,587	1040
7924	turquía	    1,587	1040
7925	certificado	    1,586	1039
7926	mejoría	    1,586	1039
7927	yendo 	    1,586	1039
7928	abstracción	    1,585	1038
7929	incluidas	    1,585	1038
7930	latín	    1,585	1038
7931	literalmente	    1,585	1038
7932	diferenciación	    1,584	1038
7933	explicado	    1,583	1037
7934	menéndez  	    1,583	1037
7935	valioso	    1,583	1037
7936	enterado	    1,582	1036
7937	lecciones	    1,582	1036
7938	alejandra	    1,581	1036
7939	aristóteles	    1,581	1036
7940	habilidades	    1,581	1036
7941	puño 	    1,581	1036
7942	cruza	    1,580	1035
7943	influir	    1,580	1035
7944	tropical	    1,580	1035
7945	comunitarios	    1,579	1035
7946	ingresó	    1,579	1035
7947	llegaría	    1,579	1035
7948	significados	    1,579	1035
7949	visuales	    1,579	1035
7950	vacíos	    1,578	1034
7951	viii	    1,578	1034
7952	bancario	    1,577	1033
7953	dominicano 	    1,577	1033
7954	japoneses 	    1,577	1033
7955	cáceres 	    1,576	1033
7956	complicada 	    1,576	1033
7957	evidentes	    1,576	1033
7958	hidalgo	    1,576	1033
7959	transmite	    1,576	1033
7960	arterial	    1,575	1032
7961	artificiales	    1,575	1032
7962	combustibles 	    1,575	1032
7963	conquistar	    1,575	1032
7964	frías	    1,575	1032
7965	futbolistas	    1,575	1032
7966	peruanos 	    1,575	1032
7967	registrados	    1,574	1031
7968	severa	    1,574	1031
7969	paja	    1,572	1030
7970	previsible	    1,572	1030
7971	sucesivamente 	    1,572	1030
7972	asco 	    1,571	1029
7973	grabados 	    1,571	1029
7974	organizó	    1,571	1029
7975	relaciona	    1,571	1029
7976	frentes	    1,570	1029
7977	infraestructuras	    1,570	1029
7978	levantamiento	    1,570	1029
7979	publicitario	    1,570	1029
7980	conceder 	    1,569	1028
7981	convirtieron	    1,569	1028
7982	cortina	    1,569	1028
7983	temprana 	    1,569	1028
7984	valía	    1,569	1028
7985	complutense 	    1,568	1027
7986	ibérica	    1,568	1027
7987	tierno	    1,568	1027
7988	computadora  	    1,567	1027
7989	iniciada	    1,567	1027
7990	libra	    1,567	1027
7991	marinos 	    1,567	1027
7992	nocturno	    1,567	1027
7993	potable	    1,567	1027
7994	visiones	    1,567	1027
7995	genial	    1,566	1026
7996	tom 	    1,566	1026
7997	acera	    1,565	1025
7998	aportes	    1,565	1025
7999	carros	    1,565	1025
8000	previas	    1,565	1025
8001	comparecencia  	    1,564	1025
8002	construida	    1,564	1025
8003	digan	    1,564	1025
8004	escobar 	    1,564	1025
8005	chirac	    1,563	1024
8006	estuviese	    1,563	1024
8007	recomendación  	    1,563	1024
8008	relevo	    1,563	1024
8009	tinta	    1,563	1024
8010	mares 	    1,562	1023
8011	seguirán	    1,562	1023
8012	totales	    1,562	1023
8013	expectativa	    1,561	1023
8014	explosivos	    1,561	1023
8015	faltas	    1,561	1023
8016	venezolanos 	    1,561	1023
8017	apoyan 	    1,560	1022
8018	atiende	    1,560	1022
8019	celta	    1,560	1022
8020	confiesa	    1,560	1022
8021	prioridades	    1,560	1022
8022	superación 	    1,560	1022
8023	inquietudes	    1,559	1021
8024	pasaporte 	    1,559	1021
8025	procesado 	    1,559	1021
8026	quisieron	    1,559	1021
8027	templos 	    1,559	1021
8028	vigentes	    1,559	1021
8029	castellón	    1,558	1021
8030	podíamos 	    1,558	1021
8031	educativas	    1,557	1020
8032	leal	    1,557	1020
8033	escribo	    1,556	1019
8034	variar	    1,556	1019
8035	devoción	    1,555	1019
8036	ayudan 	    1,554	1018
8037	diálogos	    1,554	1018
8038	haberle	    1,554	1018
8039	miras	    1,554	1018
8040	obreras	    1,554	1018
8041	reparación	    1,554	1018
8042	serbios	    1,554	1018
8043	sonó 	    1,554	1018
8044	álbum 	    1,553	1017
8045	historiadores	    1,553	1017
8046	indiscutible	    1,553	1017
8047	racionalidad	    1,553	1017
8048	rocío	    1,553	1017
8049	variados	    1,553	1017
8050	euforia	    1,552	1017
8051	montado 	    1,552	1017
8052	tazas	    1,552	1017
8053	tengamos  	    1,552	1017
8054	acosta 	    1,551	1016
8055	cayendo 	    1,551	1016
8056	cuaderno 	    1,551	1016
8057	impunidad 	    1,551	1016
8058	novelista	    1,551	1016
8059	temo 	    1,551	1016
8060	ánimos 	    1,550	1016
8061	armario	    1,550	1016
8062	clínicos	    1,550	1016
8063	cortas	    1,550	1016
8064	crecen 	    1,550	1016
8065	prolongado 	    1,550	1016
8066	puestas 	    1,550	1016
8067	coco 	    1,549	1015
8068	conexiones 	    1,549	1015
8069	orientales	    1,549	1015
8070	paradigma 	    1,549	1015
8071	trance	    1,549	1015
8072	aspiración	    1,548	1014
8073	conversar	    1,548	1014
8074	extra	    1,548	1014
8075	paradoja	    1,548	1014
8076	puñado 	    1,548	1014
8077	opone 	    1,547	1014
8078	tomé 	    1,547	1014
8079	corral	    1,546	1013
8080	entendemos  	    1,546	1013
8081	calificado	    1,545	1012
8082	milenio	    1,545	1012
8083	acercaba 	    1,544	1012
8084	formaban 	    1,544	1012
8085	hornos 	    1,544	1012
8086	legislativas	    1,544	1012
8087	paralela	    1,544	1012
8088	adónde 	    1,543	1011
8089	interrumpió	    1,543	1011
8090	investiga	    1,543	1011
8091	márgenes  	    1,543	1011
8092	consideradas 	    1,542	1010
8093	segmento  	    1,542	1010
8094	serpiente	    1,542	1010
8095	flamenco 	    1,541	1010
8096	observan 	    1,541	1010
8097	puebla	    1,541	1010
8098	rito	    1,541	1010
8099	sólidos	    1,541	1010
8100	aliado	    1,540	1009
8101	consume  	    1,540	1009
8102	cooperativa	    1,540	1009
8103	estratégica	    1,540	1009
8104	federales	    1,540	1009
8105	gestación	    1,540	1009
8106	maldito	    1,540	1009
8107	prostitución	    1,540	1009
8108	custodia	    1,539	1008
8109	darwin	    1,539	1008
8110	instrumental	    1,539	1008
8111	publicitaria	    1,539	1008
8112	reconciliación	    1,539	1008
8113	sub 	    1,539	1008
8114	cenizas 	    1,538	1008
8115	contrabando 	    1,538	1008
8116	descarta	    1,538	1008
8117	dividido	    1,538	1008
8118	estratégico	    1,538	1008
8119	facilidades	    1,538	1008
8120	franca	    1,538	1008
8121	insulina	    1,538	1008
8122	gobernadores 	    1,537	1007
8123	tecnológicos	    1,537	1007
8124	bienvenida	    1,536	1006
8125	contienda	    1,535	1006
8126	hidrógeno	    1,535	1006
8127	maldita	    1,535	1006
8128	blas	    1,534	1005
8129	forestal	    1,534	1005
8130	llevaría	    1,534	1005
8131	pasaría	    1,534	1005
8132	porta	    1,534	1005
8133	terminaba 	    1,534	1005
8134	curación	    1,533	1004
8135	denunciado 	    1,533	1004
8136	razonamiento 	    1,533	1004
8137	redactor	    1,533	1004
8138	apoyada 	    1,532	1004
8139	convencidos 	    1,532	1004
8140	goza 	    1,532	1004
8141	átomos 	    1,531	1003
8142	definen	    1,531	1003
8143	helicóptero	    1,531	1003
8144	luminoso 	    1,531	1003
8145	resultante	    1,531	1003
8146	arcos	    1,530	1002
8147	coma 	    1,530	1002
8148	espaciales	    1,530	1002
8149	pertenecer	    1,530	1002
8150	reelección	    1,530	1002
8151	temía	    1,530	1002
8152	almacén 	    1,529	1002
8153	argelia	    1,529	1002
8154	compartido 	    1,529	1002
8155	expuso 	    1,529	1002
8156	fotógrafos	    1,529	1002
8157	gozar	    1,529	1002
8158	humberto 	    1,528	1001
8159	injusto	    1,528	1001
8160	negación 	    1,528	1001
8161	requisito	    1,528	1001
8162	aleja	    1,527	1000
8163	alterar	    1,527	1000
8164	diferencial	    1,527	1000
8165	metabolismo 	    1,527	1000
8166	ocurren	    1,527	1000
8167	primario	    1,527	1000
8168	consejería	    1,526	1000
8169	gorbachov 	    1,526	1000
8170	kennedy 	    1,526	1000
8171	carnaval	    1,525	999
8172	consiguen 	    1,525	999
8173	fríos	    1,525	999
